unigram,sum,frequency,mean
felipe,9.2,1,9.2
kingdom,9.1,1,9.1
schnitzel,27.1,3,9.033333333333333
stunner,8.7,1,8.7
project,36.3,5,7.26
empty,177.49999999999997,21,8.45238095238095
flavoursome,18.299999999999997,2,9.149999999999999
friends,9.1,1,9.1
baja,370.09999999999974,43,8.60697674418604
crockery,9.2,1,9.2
woman,79.60000000000001,9,8.844444444444445
cheeeeeesy,9.0,1,9.0
foody,9.0,1,9.0
developer,7.2,1,7.2
goin,9.2,1,9.2
naan,18.2,2,9.1
medwell,9.0,1,9.0
lyfe,9.2,1,9.2
piano,8.1,1,8.1
beatles,6.6,1,6.6
nobody,23.9,3,7.966666666666666
production,8.9,1,8.9
connect,6.6,1,6.6
cramp,9.4,1,9.4
poser,7.2,1,7.2
peperonata,9.2,1,9.2
ridic,18.6,2,9.3
headgear,9.1,1,9.1
hipster,75.7,9,8.411111111111111
bitches,9.0,1,9.0
reading,41.0,5,8.2
probado,9.2,1,9.2
neither,7.4,1,7.4
takowasa,44.6,5,8.92
keto,9.0,1,9.0
crab,372.89999999999986,42,8.878571428571425
resp,8.3,1,8.3
undeniably,9.4,1,9.4
richmond,7.7,1,7.7
gayet,18.4,2,9.2
rudest,9.3,1,9.3
hooligan,8.9,1,8.9
pichada,18.8,2,9.4
sauvignon,8.1,1,8.1
stand,187.29999999999998,22,8.513636363636364
reasonably,155.2,18,8.622222222222222
bomb,379.80000000000007,43,8.832558139534886
buena,27.6,3,9.200000000000001
amakura,9.4,1,9.4
fluffy,73.80000000000001,8,9.225000000000001
alternative,194.09999999999997,22,8.82272727272727
amorino,27.299999999999997,3,9.1
regierung,7.1,1,7.1
cellulite,9.0,1,9.0
forza,9.1,1,9.1
yummmyyy,8.0,1,8.0
aromatic,9.4,1,9.4
mussel,104.20000000000002,12,8.683333333333335
mochaccino,17.0,2,8.5
btl,6.5,1,6.5
fortunate,9.4,1,9.4
kuboya,9.4,1,9.4
crave,32.6,4,8.15
espresso,1341.1000000000013,158,8.487974683544312
quesadilla,563.0999999999999,64,8.798437499999999
gravitate,9.2,1,9.2
tip,70036.80000000139,7686,9.112256049961148
gastronomida,9.0,1,9.0
agua,8.7,1,8.7
goooood,27.299999999999997,3,9.1
bustlin,8.6,1,8.6
mio,6.5,1,6.5
commit,16.5,2,8.25
millie,18.6,2,9.3
geoff,7.5,1,7.5
van,25.2,3,8.4
these,450.2000000000001,51,8.82745098039216
servicee,6.8,1,6.8
tandoori,36.4,4,9.1
sistema,9.0,1,9.0
vej,8.7,1,8.7
cory,7.3,1,7.3
mist,13.3,2,6.65
sloppily,8.4,1,8.4
challah,106.09999999999998,12,8.841666666666665
favorite,2564.5999999999935,291,8.813058419243964
tonight,33.8,4,8.45
cantinero,15.2,2,7.6
never,1115.1000000000001,131,8.512213740458016
tsukemen,18.8,2,9.4
turtle,9.1,1,9.1
must,2663.999999999995,299,8.909698996655502
tenderloin,8.1,1,8.1
iklan,7.2,1,7.2
dpn,9.0,1,9.0
chilly,16.3,2,8.15
einer,7.1,1,7.1
solution,7.3,1,7.3
mona,54.599999999999994,7,7.799999999999999
dorm,8.9,1,8.9
india,22.8,3,7.6000000000000005
pit,31.799999999999997,4,7.949999999999999
macchiato,100.00000000000001,12,8.333333333333334
department,17.700000000000003,2,8.850000000000001
supplement,18.0,2,9.0
thanksgiving,62.900000000000006,7,8.985714285714286
canh,7.6,1,7.6
tonkotsu,68417.30000000134,7501,9.12109052126401
graphic,16.5,2,8.25
outrageously,17.9,2,8.95
variedade,9.4,1,9.4
incompetent,8.5,1,8.5
sight,17.7,2,8.85
thur,9.3,1,9.3
trivia,6.8,1,6.8
slowly,26.1,3,8.700000000000001
gravy,110.69999999999997,13,8.515384615384614
voluminous,9.1,1,9.1
studenty,9.1,1,9.1
les,45.4,5,9.08
product,35.9,4,8.975
cheesestick,8.5,1,8.5
churn,9.1,1,9.1
kutia,9.1,1,9.1
younger,6.9,1,6.9
greater,9.4,1,9.4
central,80.7,10,8.07
entirety,9.2,1,9.2
cerveza,31.7,4,7.925
conocerlo,9.4,1,9.4
papaya,133.79999999999998,15,8.919999999999998
dallas,7.2,1,7.2
glare,16.3,2,8.15
bunch,144.59999999999997,17,8.505882352941175
iinto,7.8,1,7.8
memorable,45.49999999999999,5,9.099999999999998
killer,353.1999999999999,41,8.61463414634146
tosi,54.6,6,9.1
bruleed,9.2,1,9.2
buen,18.5,2,9.25
venison,9.2,1,9.2
greatt,8.9,1,8.9
irritating,6.8,1,6.8
finalist,9.1,1,9.1
ugh,67.8,8,8.475
during,750.1000000000003,88,8.52386363636364
rigatoni,45.3,5,9.059999999999999
bird,41.0,5,8.2
wing,686.2000000000006,83,8.26746987951808
soul,76.80000000000001,9,8.533333333333335
calamaris,9.1,1,9.1
hayden,9.2,1,9.2
duck,899.5999999999988,98,9.179591836734682
iteration,9.0,1,9.0
kaisen,9.4,1,9.4
teri,8.4,1,8.4
fresh,1711.0999999999988,201,8.51293532338308
hier,27.0,3,9.0
waaaaay,16.7,2,8.35
mixer,7.5,1,7.5
share,822.7000000000008,94,8.752127659574477
offering,113.6,13,8.738461538461538
panini,102.2,12,8.516666666666667
bench,128.8,15,8.586666666666668
pinche,17.1,2,8.55
xao,113.99999999999997,15,7.599999999999998
germany,8.1,1,8.1
secret,344.69999999999993,40,8.617499999999998
vongole,27.299999999999997,3,9.1
jelly,56.39999999999999,7,8.057142857142855
tangy,54.39999999999999,6,9.066666666666665
hearing,9.0,1,9.0
deixo,9.0,1,9.0
yummmm,43.300000000000004,5,8.66
loukaniko,8.0,1,8.0
veggi,7.3,1,7.3
angel,68.8,8,8.6
diy,18.5,2,9.25
final,18.299999999999997,2,9.149999999999999
draft,468.7999999999999,56,8.37142857142857
sichuanese,9.3,1,9.3
toilet,65.3,8,8.1625
automatic,8.2,1,8.2
burger,2397.2999999999925,301,7.9644518272425
barley,9.1,1,9.1
bet,57.4,7,8.2
life,602.2000000000003,70,8.602857142857147
itailan,9.0,1,9.0
elevated,17.2,2,8.6
maki,8.7,1,8.7
pepper,808.7000000000003,88,9.18977272727273
offerte,9.4,1,9.4
ukrain,9.1,1,9.1
antibiotic,9.0,1,9.0
refuge,8.7,1,8.7
tzaziki,9.1,1,9.1
tchhhh,8.1,1,8.1
overlook,34.7,4,8.675
country,180.3,20,9.015
andar,9.4,1,9.4
bonzini,6.5,1,6.5
farting,6.9,1,6.9
lift,16.2,2,8.1
conquistador,9.0,1,9.0
akumura,9.4,1,9.4
pasan,9.0,1,9.0
costa,17.4,2,8.7
notwithstanding,9.1,1,9.1
try,10592.800000000101,1211,8.747151114781255
diff,9.2,1,9.2
past,104.70000000000002,12,8.725000000000001
scoutmob,38.9,5,7.779999999999999
jeniffer,8.6,1,8.6
feature,148.4,17,8.729411764705883
rights,7.1,1,7.1
aber,9.0,1,9.0
genre,8.6,1,8.6
glove,6.9,1,6.9
reheat,9.1,1,9.1
germ,8.7,1,8.7
dissapoint,9.1,1,9.1
menkui,18.8,2,9.4
dean,25.700000000000003,3,8.566666666666668
extra,1098.0000000000005,125,8.784000000000004
slash,17.8,2,8.9
owner,165.7,19,8.721052631578948
dimension,8.7,1,8.7
restaurant,1696.0000000000011,193,8.787564766839385
reeeeeeaal,9.4,1,9.4
ooze,25.9,3,8.633333333333333
epic,98.10000000000002,11,8.91818181818182
celebration,8.6,1,8.6
ambience,208.79999999999995,24,8.699999999999998
truffel,9.1,1,9.1
gently,18.2,2,9.1
lemon,371.0999999999999,43,8.630232558139532
punishment,8.8,1,8.8
luego,9.0,1,9.0
haveee,9.0,1,9.0
fixing,9.4,1,9.4
sooo,101.0,12,8.416666666666666
rotate,45.3,5,9.059999999999999
truffles,81.89999999999999,9,9.1
impress,67.7,8,8.4625
wear,65.9,8,8.2375
homeland,8.9,1,8.9
gazpacho,40.4,5,8.08
historic,9.1,1,9.1
type,230.19999999999996,27,8.525925925925925
crunch,332.59999999999997,38,8.752631578947367
information,6.5,1,6.5
gateaux,9.2,1,9.2
unfortunate,24.299999999999997,3,8.1
membership,9.3,1,9.3
imaginable,8.5,1,8.5
almost,405.29999999999995,47,8.623404255319148
gente,8.1,1,8.1
polish,27.299999999999997,3,9.1
akamaru,1363.0000000000016,145,9.400000000000011
brooks,7.2,1,7.2
decaf,67.60000000000001,8,8.450000000000001
quesidilla,8.7,1,8.7
spinich,7.2,1,7.2
visit,402.99999999999994,47,8.574468085106382
quite,514.0,58,8.862068965517242
yummmmmyyyyyy,9.4,1,9.4
conservative,8.6,1,8.6
shisito,37.6,4,9.4
pleaser,24.799999999999997,3,8.266666666666666
baka,8.7,1,8.7
sunny,17.0,2,8.5
terrace,26.099999999999998,3,8.7
edwards,9.1,1,9.1
rickey,54.6,6,9.1
chelsea,18.0,2,9.0
mashed,42.7,5,8.540000000000001
scale,55.400000000000006,6,9.233333333333334
coppetta,54.6,6,9.1
delishy,8.7,1,8.7
smith,186.1,21,8.861904761904762
costillas,7.2,1,7.2
epicurean,8.5,1,8.5
rebudget,9.2,1,9.2
churchill,9.3,1,9.3
supper,9.1,1,9.1
conversationalist,8.1,1,8.1
firget,8.1,1,8.1
casual,300.49999999999994,35,8.585714285714284
oddest,8.5,1,8.5
reco,15.0,2,7.5
balls,17.6,2,8.8
priciest,7.8,1,7.8
especiaria,9.2,1,9.2
tailor,8.7,1,8.7
avocado,583.0000000000002,69,8.449275362318843
mozzarella,258.19999999999993,31,8.329032258064514
thats,7.2,1,7.2
savoy,9.2,1,9.2
porco,9.4,1,9.4
pot,334.40000000000015,37,9.037837837837841
beni,9.4,1,9.4
paprika,9.1,1,9.1
pilot,7.2,1,7.2
seamless,8.2,1,8.2
pico,26.700000000000003,3,8.9
backyard,22.799999999999997,3,7.599999999999999
sandwich,2833.4999999999955,333,8.509009009008995
intense,45.4,5,9.08
brasileiro,9.2,1,9.2
deeeelicious,16.8,2,8.4
asiago,16.0,2,8.0
status,8.3,1,8.3
drowns,8.9,1,8.9
silver,26.599999999999998,3,8.866666666666665
katsu,51.900000000000006,6,8.65
seem,343.50000000000006,41,8.378048780487806
mores,9.0,1,9.0
desu,17.9,2,8.95
lounge,31.5,4,7.875
delve,8.5,1,8.5
tamago,18.8,2,9.4
ceasar,6.9,1,6.9
unlike,120.2,14,8.585714285714285
ball,446.70000000000033,51,8.758823529411771
newish,14.3,2,7.15
enjoyable,50.199999999999996,6,8.366666666666665
flour,49.7,6,8.283333333333333
also,2976.699999999991,342,8.703801169590617
bat,18.5,2,9.25
net,16.6,2,8.3
horse,16.6,2,8.3
hearty,89.3,10,8.93
custardy,8.6,1,8.6
whacky,9.1,1,9.1
healthyish,9.1,1,9.1
kota,9.4,1,9.4
ichiko,8.6,1,8.6
noon,113.6,13,8.738461538461538
ashley,13.1,2,6.55
massaman,63.7,7,9.1
jah,9.2,1,9.2
desperately,7.1,1,7.1
please,373.59999999999997,43,8.688372093023254
lighting,79.70000000000002,9,8.855555555555558
bao,310.09999999999997,35,8.86
amidst,17.4,2,8.7
lobby,27.1,3,9.033333333333333
contact,14.4,2,7.2
control,38.400000000000006,5,7.6800000000000015
thompson,9.4,1,9.4
san,162.09999999999997,18,9.005555555555553
torres,9.0,1,9.0
valid,8.5,1,8.5
jump,16.9,2,8.45
east,884.7000000000008,100,8.847000000000008
liqueur,9.1,1,9.1
centre,9.1,1,9.1
enjoe,9.0,1,9.0
ottimo,9.1,1,9.1
hangover,138.39999999999998,16,8.649999999999999
tin,27.299999999999997,3,9.1
ment,8.1,1,8.1
ahhh,8.3,1,8.3
get,84233.50000000073,9316,9.041809789609353
gelatto,18.2,2,9.1
ossabaw,9.4,1,9.4
porgy,9.4,1,9.4
karashi,9.4,1,9.4
raspberry,509.6000000000003,58,8.786206896551729
tony,9.1,1,9.1
stuffing,9.1,1,9.1
eminently,9.1,1,9.1
spaghetti,242.8999999999999,27,8.996296296296292
hazard,9.0,1,9.0
vengas,8.9,1,8.9
afganistan,6.8,1,6.8
digest,17.6,2,8.8
porc,9.4,1,9.4
standing,18.2,2,9.1
wayside,24.0,3,8.0
place,9124.400000000045,1070,8.527476635514061
statside,9.1,1,9.1
unicorn,27.6,3,9.200000000000001
belt,15.5,2,7.75
theatric,8.5,1,8.5
ghettoville,6.5,1,6.5
subpar,17.1,2,8.55
mon,34.3,4,8.575
battery,15.6,2,7.8
plating,9.1,1,9.1
intimate,108.9,12,9.075000000000001
appalachian,9.4,1,9.4
restorative,9.1,1,9.1
reader,34.6,4,8.65
queens,8.7,1,8.7
panera,122.19999999999996,18,6.788888888888887
iphone,9.1,1,9.1
venho,7.8,1,7.8
relaxing,41.0,5,8.2
poopachino,6.8,1,6.8
begin,54.0,6,9.0
didn,9.1,1,9.1
kiri,17.9,2,8.95
resist,45.5,5,9.1
zomg,27.900000000000002,3,9.3
macho,6.9,1,6.9
cotechino,9.4,1,9.4
prenez,9.0,1,9.0
leve,9.0,1,9.0
brah,6.9,1,6.9
hallucination,8.9,1,8.9
entrepreneurial,8.3,1,8.3
percent,24.2,3,8.066666666666666
zen,27.7,3,9.233333333333333
fettucine,9.2,1,9.2
capuccuno,17.5,2,8.75
patti,18.2,2,9.1
meh,241.5,28,8.625
advice,33.8,4,8.45
maureen,7.2,1,7.2
rave,51.1,6,8.516666666666667
flood,9.0,1,9.0
effing,26.900000000000002,3,8.966666666666667
cashier,104.49999999999999,13,8.038461538461537
failsafe,6.8,1,6.8
tobey,9.1,1,9.1
gratin,8.5,1,8.5
seattle,17.2,2,8.6
hershey,24.4,3,8.133333333333333
mien,9.3,1,9.3
walkway,9.0,1,9.0
weep,8.9,1,8.9
oysters,9.4,1,9.4
camper,9.3,1,9.3
genius,35.699999999999996,4,8.924999999999999
candle,9.4,1,9.4
kahlua,8.2,1,8.2
setzen,9.0,1,9.0
ramen,143133.70000000275,15680,9.128424744898135
participate,15.5,2,7.75
narrow,8.6,1,8.6
month,192.4,23,8.365217391304348
devine,17.799999999999997,2,8.899999999999999
unless,256.70000000000005,30,8.556666666666668
ache,9.0,1,9.0
dumb,15.3,2,7.65
taquito,97.00000000000001,12,8.083333333333334
converge,9.1,1,9.1
yerbabuena,9.0,1,9.0
reflect,18.299999999999997,2,9.149999999999999
premium,18.5,2,9.25
name,69823.80000000128,7657,9.11894998041025
unconventional,36.699999999999996,4,9.174999999999999
brioche,116.6,13,8.96923076923077
aimez,9.0,1,9.0
hype,264.3999999999999,29,9.117241379310341
mediterranean,108.0,13,8.307692307692308
brulee,90.69999999999999,10,9.069999999999999
crispin,7.5,1,7.5
stern,17.5,2,8.75
hong,61.7,7,8.814285714285715
dressing,15.0,2,7.5
doriyaki,9.3,1,9.3
wheel,9.2,1,9.2
dib,9.4,1,9.4
manageable,25.700000000000003,3,8.566666666666668
heart,273.0,31,8.806451612903226
bag,87.8,11,7.9818181818181815
definite,27.5,3,9.166666666666666
saltiness,9.1,1,9.1
butterscoth,9.0,1,9.0
aqui,25.8,3,8.6
weary,16.6,2,8.3
wobbly,17.9,2,8.95
jacket,6.6,1,6.6
katsudon,9.0,1,9.0
hallmark,9.1,1,9.1
dollar,340.8,40,8.52
glory,18.200000000000003,2,9.100000000000001
versus,8.6,1,8.6
dough,171.9,20,8.595
monthly,100.7,12,8.391666666666667
decrease,9.0,1,9.0
here,7589.400000000004,890,8.527415730337083
keftethakia,8.0,1,8.0
compact,9.1,1,9.1
drawer,9.1,1,9.1
service,3767.3999999999864,442,8.523529411764676
kobe,45.900000000000006,5,9.180000000000001
grungy,47.0,5,9.4
nonsense,8.0,1,8.0
unsurprisingly,9.1,1,9.1
fava,9.2,1,9.2
deter,18.1,2,9.05
ricotella,45.5,5,9.1
cooler,41.60000000000001,5,8.320000000000002
thankyou,8.5,1,8.5
category,8.0,1,8.0
deadly,8.2,1,8.2
kee,25.5,3,8.5
fascinating,17.9,2,8.95
aziz,8.7,1,8.7
hundred,6.8,1,6.8
simplicity,17.7,2,8.85
bouillabaisse,34.8,4,8.7
macaroons,8.6,1,8.6
liquor,94.80000000000001,12,7.900000000000001
napoletana,17.799999999999997,2,8.899999999999999
mocha,421.49999999999983,50,8.429999999999996
melonpan,8.5,1,8.5
crumbs,17.799999999999997,2,8.899999999999999
pulled,18.2,2,9.1
gordos,26.700000000000003,3,8.9
akadama,9.4,1,9.4
dimly,18.4,2,9.2
mouse,27.499999999999996,3,9.166666666666666
moderation,9.1,1,9.1
fattiest,7.5,1,7.5
longer,162.89999999999998,19,8.573684210526315
reggae,9.2,1,9.2
saccharine,9.1,1,9.1
foam,78.00000000000001,9,8.666666666666668
morel,9.2,1,9.2
everyday,114.19999999999999,13,8.784615384615384
rica,26.4,3,8.799999999999999
fuckin,9.4,1,9.4
fruit,420.6000000000001,48,8.762500000000001
cutlet,18.5,2,9.25
emereff,9.0,1,9.0
und,36.0,4,9.0
nook,34.4,4,8.6
electric,8.9,1,8.9
lotus,8.7,1,8.7
selicioso,7.8,1,7.8
akalai,9.0,1,9.0
subtle,33.5,4,8.375
blistered,8.1,1,8.1
coney,6.5,1,6.5
flavoring,16.6,2,8.3
amaze,62.9,7,8.985714285714286
specific,18.0,2,9.0
espejos,9.0,1,9.0
mundo,18.0,2,9.0
dancy,9.1,1,9.1
sucker,78.6,9,8.733333333333333
translation,6.8,1,6.8
isteyebilirsiniz,9.2,1,9.2
this,8624.700000000032,1001,8.616083916083948
caprese,54.6,6,9.1
feuille,18.299999999999997,2,9.149999999999999
app,494.0000000000001,56,8.821428571428573
pressured,9.2,1,9.2
originally,9.3,1,9.3
jumbo,14.399999999999999,2,7.199999999999999
letdown,8.2,1,8.2
sadden,9.1,1,9.1
pity,9.1,1,9.1
meringue,37.0,4,9.25
goddamn,45.8,5,9.16
bam,9.1,1,9.1
carmelize,7.5,1,7.5
significantly,26.5,3,8.833333333333334
list,595.3999999999999,67,8.886567164179102
celine,9.3,1,9.3
puke,6.5,1,6.5
pain,126.39999999999999,16,7.8999999999999995
only,2176.5999999999985,251,8.671713147410353
pal,6.9,1,6.9
singles,8.6,1,8.6
danish,25.3,3,8.433333333333334
third,103.90000000000002,12,8.658333333333335
coincide,9.1,1,9.1
damned,9.0,1,9.0
cidade,9.1,1,9.1
exactly,131.1,15,8.74
tripple,8.3,1,8.3
malteada,16.5,2,8.25
luckily,9.2,1,9.2
boring,18.6,2,9.3
sensitivity,7.7,1,7.7
revenge,6.5,1,6.5
load,85.30000000000001,10,8.530000000000001
goji,18.0,2,9.0
freak,72.1,8,9.0125
dream,266.99999999999994,30,8.899999999999999
dipped,9.0,1,9.0
fixe,72.30000000000001,8,9.037500000000001
oregano,8.6,1,8.6
concur,9.1,1,9.1
quarter,33.4,4,8.35
thankfully,8.3,1,8.3
onions,17.2,2,8.6
cwaffee,9.2,1,9.2
verify,8.3,1,8.3
brooklyn,61.1,7,8.72857142857143
amongst,35.7,4,8.925
doughssant,27.599999999999998,3,9.2
allagash,36.0,4,9.0
annin,9.4,1,9.4
geliyor,8.1,1,8.1
serendipity,9.0,1,9.0
big,69336.10000000143,7612,9.10878875459819
pinpoint,7.3,1,7.3
agedashi,104.7,12,8.725
squidgy,9.4,1,9.4
eclecticism,9.4,1,9.4
enchiladas,6.6,1,6.6
dennis,54.6,6,9.1
avenger,9.0,1,9.0
pulino,9.1,1,9.1
wich,9.0,1,9.0
grindr,9.0,1,9.0
gear,8.3,1,8.3
each,374.1000000000001,44,8.502272727272729
surface,34.3,4,8.575
serious,140.4,16,8.775
news,51.3,7,7.328571428571428
buyer,6.8,1,6.8
occupy,25.400000000000002,3,8.466666666666667
loin,9.2,1,9.2
jam,169.79999999999998,20,8.489999999999998
kimchee,35.7,4,8.925
engineering,6.8,1,6.8
diverse,26.999999999999996,3,8.999999999999998
occasion,85.3,10,8.53
hole,164.4,19,8.65263157894737
towel,17.4,2,8.7
spaetzle,9.4,1,9.4
avec,18.2,2,9.1
kouign,18.4,2,9.2
felicity,7.5,1,7.5
latest,15.7,2,7.85
halloween,17.0,2,8.5
syruppy,6.9,1,6.9
gelatos,9.1,1,9.1
overwait,9.3,1,9.3
term,57.4,7,8.2
burrata,70.7,8,8.8375
zomfg,9.1,1,9.1
noodles,221.5,24,9.229166666666666
buratta,9.1,1,9.1
gothamist,18.4,2,9.2
photo,260.29999999999995,29,8.975862068965515
mirror,7.2,1,7.2
spanish,331.7000000000002,42,7.897619047619052
dim,45.6,5,9.120000000000001
detoxify,7.5,1,7.5
essas,9.2,1,9.2
excellentes,9.1,1,9.1
wacky,18.299999999999997,2,9.149999999999999
experimentei,9.0,1,9.0
sweating,8.9,1,8.9
loire,9.2,1,9.2
describe,18.5,2,9.25
fitgeralds,7.8,1,7.8
texture,180.5,20,9.025
funny,81.1,10,8.11
friend,1530.1000000000022,179,8.548044692737442
celery,62.1,7,8.871428571428572
fomos,9.2,1,9.2
suficiente,9.0,1,9.0
turn,208.39999999999998,25,8.335999999999999
mash,184.1,21,8.766666666666666
brandy,9.0,1,9.0
whooper,9.1,1,9.1
neighbor,24.4,3,8.133333333333333
fire,118.09999999999998,14,8.435714285714285
pane,81.89999999999999,9,9.1
lecker,9.0,1,9.0
loiter,8.3,1,8.3
similar,129.79999999999998,15,8.653333333333332
sushimi,8.4,1,8.4
kara,8.8,1,8.8
chocolatey,40.900000000000006,5,8.180000000000001
touchy,8.4,1,8.4
szeshuan,9.4,1,9.4
outlier,8.7,1,8.7
print,34.2,4,8.55
maison,25.299999999999997,3,8.433333333333332
beers,16.5,2,8.25
memory,52.7,6,8.783333333333333
cloud,18.1,2,9.05
patio,172.69999999999996,20,8.634999999999998
unfriendly,52.9,7,7.557142857142857
tillman,18.4,2,9.2
tartare,107.90000000000002,12,8.991666666666669
customize,68.0,8,8.5
glad,53.300000000000004,6,8.883333333333335
aggravation,8.1,1,8.1
put,69906.20000000135,7667,9.117803573757838
varynky,9.1,1,9.1
indigo,9.4,1,9.4
fusillus,8.1,1,8.1
drip,188.6,22,8.572727272727272
strictly,9.2,1,9.2
tastiness,9.4,1,9.4
smuggle,9.1,1,9.1
samuel,8.9,1,8.9
uncooked,17.799999999999997,2,8.899999999999999
sit,1448.0000000000011,170,8.517647058823536
cheapeat,16.7,2,8.35
napking,7.5,1,7.5
passionfruit,32.7,4,8.175
richy,9.2,1,9.2
lot,1411.9000000000003,167,8.454491017964074
violently,8.5,1,8.5
monica,9.4,1,9.4
guard,41.3,5,8.26
foh,8.2,1,8.2
jour,9.2,1,9.2
paleo,261.0,29,9.0
chesse,15.8,2,7.9
valentina,8.7,1,8.7
banget,9.4,1,9.4
signal,9.4,1,9.4
scuffle,8.3,1,8.3
blindly,9.1,1,9.1
namesake,54.0,6,9.0
ranchero,63.0,7,9.0
curly,70.8,9,7.866666666666666
gallo,8.9,1,8.9
axl,7.3,1,7.3
earthier,8.7,1,8.7
craver,17.0,2,8.5
chaos,17.799999999999997,2,8.899999999999999
fashion,70.3,8,8.7875
richer,8.7,1,8.7
generic,14.0,2,7.0
cheapest,87.5,10,8.75
caterer,7.6,1,7.6
smokey,36.6,4,9.15
funk,9.2,1,9.2
african,24.7,3,8.233333333333333
slowest,62.7,9,6.966666666666667
shave,72.5,8,9.0625
yoiur,8.9,1,8.9
aglio,8.1,1,8.1
gra,32.9,4,8.225
ama,17.1,2,8.55
ganoosh,9.0,1,9.0
lazy,33.4,4,8.35
zzzzzz,9.1,1,9.1
mcdonald,8.9,1,8.9
fromaggi,9.1,1,9.1
portland,15.2,2,7.6
ryan,9.3,1,9.3
array,45.199999999999996,5,9.04
accommodate,69.3,8,8.6625
subset,8.7,1,8.7
floral,9.2,1,9.2
frog,17.6,2,8.8
mute,9.4,1,9.4
ceaser,7.3,1,7.3
portioned,9.1,1,9.1
delicia,18.299999999999997,2,9.149999999999999
prone,7.8,1,7.8
foursqaure,9.1,1,9.1
rasperry,7.5,1,7.5
without,658.9,76,8.669736842105262
sink,6.6,1,6.6
heaviness,7.5,1,7.5
import,27.1,3,9.033333333333333
nicer,25.099999999999998,3,8.366666666666665
aforementioned,9.3,1,9.3
caramelize,81.2,9,9.022222222222222
asian,358.8999999999999,40,8.972499999999998
modifier,6.8,1,6.8
strangest,7.5,1,7.5
calimari,15.6,2,7.8
arroz,15.799999999999999,2,7.8999999999999995
antes,9.4,1,9.4
kebab,98.2,11,8.927272727272728
capuccino,8.9,1,8.9
binnezz,8.6,1,8.6
chilli,27.700000000000003,3,9.233333333333334
again,530.8000000000002,62,8.561290322580648
kiddo,6.6,1,6.6
olmayan,9.4,1,9.4
tender,213.1,24,8.879166666666666
ferment,8.2,1,8.2
bee,24.4,3,8.133333333333333
specification,8.1,1,8.1
flor,9.1,1,9.1
vomit,9.4,1,9.4
jen,8.3,1,8.3
bete,9.2,1,9.2
thread,8.7,1,8.7
bossam,18.8,2,9.4
blueberry,227.1999999999999,26,8.738461538461534
garden,114.80000000000003,13,8.830769230769233
marble,25.2,3,8.4
petit,9.2,1,9.2
dobra,9.3,1,9.3
nicht,9.0,1,9.0
indonesia,6.8,1,6.8
aiolus,15.0,2,7.5
sheesh,7.7,1,7.7
hiphop,8.6,1,8.6
yumm,75.7,9,8.411111111111111
avgolemono,16.0,2,8.0
fucker,9.4,1,9.4
fame,27.700000000000003,3,9.233333333333334
billing,8.7,1,8.7
person,69499.50000000128,7621,9.119472510169437
crisper,9.1,1,9.1
regularly,27.0,3,9.0
sitch,6.6,1,6.6
maguire,9.1,1,9.1
swim,15.3,2,7.65
brace,26.700000000000003,3,8.9
speaker,44.49999999999999,5,8.899999999999999
malika,8.7,1,8.7
tongue,148.89999999999998,17,8.758823529411764
bibimbop,18.6,2,9.3
clientele,33.8,4,8.45
restraunt,9.1,1,9.1
cavatappi,8.2,1,8.2
pseudo,8.7,1,8.7
manly,6.9,1,6.9
patrick,36.099999999999994,4,9.024999999999999
pleased,16.4,2,8.2
softserve,45.599999999999994,5,9.12
barato,15.9,2,7.95
inattentive,33.8,4,8.45
velveeta,7.2,1,7.2
spoonful,18.4,2,9.2
eggplants,8.7,1,8.7
wtf,30.700000000000003,4,7.675000000000001
pacifico,8.9,1,8.9
disagree,6.5,1,6.5
decadence,18.2,2,9.1
hefeweizen,7.5,1,7.5
tonic,8.1,1,8.1
sammy,26.400000000000002,3,8.8
maker,17.700000000000003,2,8.850000000000001
gostosa,8.5,1,8.5
fill,657.3000000000002,76,8.648684210526318
australian,8.4,1,8.4
particular,50.5,6,8.416666666666666
sooner,9.4,1,9.4
catch,211.1,25,8.443999999999999
boston,16.4,2,8.2
silken,9.1,1,9.1
nota,9.0,1,9.0
urchin,25.999999999999996,3,8.666666666666666
camaron,6.6,1,6.6
tator,7.5,1,7.5
ratio,96.8,11,8.799999999999999
between,331.6,38,8.726315789473684
whaaattzzz,9.1,1,9.1
ong,9.1,1,9.1
timeout,27.700000000000003,3,9.233333333333334
lattes,57.8,7,8.257142857142856
doctrinaire,7.7,1,7.7
card,402.00000000000006,49,8.204081632653063
pate,9.2,1,9.2
argula,9.0,1,9.0
itttt,9.1,1,9.1
gratitude,9.2,1,9.2
chainlet,9.3,1,9.3
taboon,18.2,2,9.1
flock,8.8,1,8.8
reggiano,17.2,2,8.6
fabulous,106.00000000000001,12,8.833333333333334
valerie,9.4,1,9.4
proper,61.2,7,8.742857142857144
spelt,7.8,1,7.8
volle,9.0,1,9.0
buzzy,35.7,4,8.925
rotolo,6.6,1,6.6
egg,1954.2999999999995,222,8.80315315315315
houston,16.799999999999997,2,8.399999999999999
nearly,121.69999999999999,14,8.692857142857141
aware,70.7,8,8.8375
chuck,27.700000000000003,3,9.233333333333334
bustling,63.70000000000001,7,9.100000000000001
fare,108.0,13,8.307692307692308
omelett,9.0,1,9.0
whats,8.6,1,8.6
cheap,1276.799999999998,149,8.56912751677851
figurative,9.1,1,9.1
